Postanski_ured;Mjesto;Zupanija
10413 Kravarsko;Ključić Brdo;Zagrebačka županija
10413 Kravarsko;Kozjača;Zagrebačka županija
10413 Kravarsko;Kravarsko;Zagrebačka županija
10413 Kravarsko;Mala Buna;Zagrebačka županija
10413 Kravarsko;Novo Brdo;Zagrebačka županija
10413 Kravarsko;Opatija ( ulice Brajkovići, Klasnići, Sečnji, Sokoli i Gornja Opatija );Zagrebačka županija
10413 Kravarsko;Podvornica;Zagrebačka županija
10413 Kravarsko;Pustike;Zagrebačka županija
10413 Kravarsko;Šiljakovina;Zagrebačka županija
10413 Kravarsko;Velika Buna;Zagrebačka županija
10413 Kravarsko;Žitkovčica;Zagrebačka županija
10414 Pokupsko;Auguštanovec;Zagrebačka županija
10414 Pokupsko;Cerje Pokupsko;Zagrebačka županija
10414 Pokupsko;Cvetnić Brdo;Zagrebačka županija
10414 Pokupsko;Gladovec Pokupski;Zagrebačka županija
10414 Pokupsko;Hotnja;Zagrebačka županija
10414 Pokupsko;Lijevi Degoj;Zagrebačka županija
10414 Pokupsko;Lijevi Štefanki;Zagrebačka županija
10414 Pokupsko;Lukinić Brdo;Zagrebačka županija
10414 Pokupsko;Opatija  (ulice  Bani, Štimci i Zagrebačka ulica );Zagrebačka županija
10414 Pokupsko;Pokupsko;Zagrebačka županija
10414 Pokupsko;Roženica;Zagrebačka županija
10414 Pokupsko;Strezojevo;Zagrebačka županija
10414 Pokupsko;Šestak Brdo;Zagrebačka županija
10414 Pokupsko;Zgurić Brdo;Zagrebačka županija
10415 Novo Čiče;Donje Podotočje;Zagrebačka županija
10415 Novo Čiče;Jagodno;Zagrebačka županija
10415 Novo Čiče;Lazina Čička;Zagrebačka županija
10415 Novo Čiče;Novo Čiče;Zagrebačka županija
10415 Novo Čiče;Poljana Čička;Zagrebačka županija
10415 Novo Čiče;Ribnica;Zagrebačka županija
10417 Buševec;Buševec;Zagrebačka županija
10417 Buševec;Ogulinec;Zagrebačka županija
10417 Buševec;Turopolje;Zagrebačka županija
10418 Dubranec;Cerovski Vrh;Zagrebačka županija
10418 Dubranec;Cvetković Brdo;Zagrebačka županija
10418 Dubranec;Dubranec;Zagrebačka županija
10418 Dubranec;Gustelnica;Zagrebačka županija
10418 Dubranec;Jerebić;Zagrebačka županija
10418 Dubranec;Petravec;Zagrebačka županija
10418 Dubranec;Prvonožina;Zagrebačka županija
10418 Dubranec;Vukomerić;Zagrebačka županija
10419 Vukovina;Gornje Podotočje;Zagrebačka županija
10419 Vukovina;Kuče;Zagrebačka županija
10419 Vukovina;Rakitovec;Zagrebačka županija
10419 Vukovina;Staro Čiče;Zagrebačka županija
10419 Vukovina;Vukovina;Zagrebačka županija
10430 Samobor;Bobovica;Zagrebačka županija
10430 Samobor;Braslovje;Zagrebačka županija
10430 Samobor;Bukovje Podvrško;Zagrebačka županija
10430 Samobor;Celine Samoborske;Zagrebačka županija
10430 Samobor;Cerje Samoborsko;Zagrebačka županija
10430 Samobor;Domaslovec;Zagrebačka županija
10430 Samobor;Draganje Selo;Zagrebačka županija
10430 Samobor;Dragonoš;Zagrebačka županija
10430 Samobor;Dubrava Samoborska;Zagrebačka županija
10430 Samobor;Farkaševec Samoborski;Zagrebačka županija
10430 Samobor;Gradna;Zagrebačka županija
10430 Samobor;Gregurić Breg;Zagrebačka županija
10430 Samobor;Hrastina Samoborska;Zagrebačka županija
10430 Samobor;Kladje;Zagrebačka županija
10430 Samobor;Kotari;Zagrebačka županija
10430 Samobor;Mala Rakovica;Zagrebačka županija
10430 Samobor;Mali Lipovec;Zagrebačka županija
10430 Samobor;Manja Vas;Zagrebačka županija
10430 Samobor;Medsave;Zagrebačka županija
10430 Samobor;Molvice;Zagrebačka županija
10430 Samobor;Prekrižje Plešivičko;Zagrebačka županija
10430 Samobor;Rude;Zagrebačka županija
10430 Samobor;Samobor;Zagrebačka županija
10430 Samobor;Samoborski Otok;Zagrebačka županija
10430 Samobor;Savršćak;Zagrebačka županija
10430 Samobor;Slani Dol;Zagrebačka županija
10430 Samobor;Slapnica;Zagrebačka županija
10430 Samobor;Slavagora;Zagrebačka županija
10430 Samobor;Smerovišće;Zagrebačka županija
10430 Samobor;Šipački Breg;Zagrebačka županija
10430 Samobor;Velika Rakovica;Zagrebačka županija
10430 Samobor;Veliki Lipovec;Zagrebačka županija
10430 Samobor;Vratnik Samoborski;Zagrebačka županija
10430 Samobor;Vrbovec Samoborski;Zagrebačka županija
10430 Samobor;Vrhovčak;Zagrebačka županija
10431 Sveta Nedelja;Brezje;Zagrebačka županija
10431 Sveta Nedelja;Jagnjić Dol;Zagrebačka županija
10431 Sveta Nedelja;Kerestinec;Zagrebačka županija
10431 Sveta Nedelja;Mala Gorica;Zagrebačka županija
10431 Sveta Nedelja;Novaki;Zagrebačka županija
10431 Sveta Nedelja;Srebrnjak;Zagrebačka županija
10431 Sveta Nedelja;Sveta Nedelja;Zagrebačka županija
10431 Sveta Nedelja;Svetonedeljski Breg;Zagrebačka županija
10432 Bregana;Beder;Zagrebačka županija
10432 Bregana;Bregana;Zagrebačka županija
10432 Bregana;Breganica;Zagrebačka županija
10432 Bregana;Grdanjci;Zagrebačka županija
10432 Bregana;Jarušje;Zagrebačka županija
10432 Bregana;Javorek;Zagrebačka županija
10432 Bregana;Klokočevec Samoborski;Zagrebačka županija
10432 Bregana;Kostanjevec Podvrški;Zagrebačka županija
10432 Bregana;Kravljak;Zagrebačka županija
10432 Bregana;Lug Samoborski;Zagrebačka županija
10432 Bregana;Mala Jazbina;Zagrebačka županija
10432 Bregana;Noršić Selo;Zagrebačka županija
10432 Bregana;Otruševec;Zagrebačka županija
10432 Bregana;Podvrh;Zagrebačka županija
10432 Bregana;Poklek;Zagrebačka županija
10432 Bregana;Selce Žumberačko;Zagrebačka županija
10432 Bregana;Stojdraga;Zagrebačka županija
10432 Bregana;Velika Jazbina;Zagrebačka županija
10432 Bregana;Višnjevec Podvrški;Zagrebačka županija
10434 Strmec Samoborski;Orešje;Zagrebačka županija
10434 Strmec Samoborski;Strmec;Zagrebačka županija
10435 Sveti Martin pod Okićem;Dolec Podokićki;Zagrebačka županija
10435 Sveti Martin pod Okićem;Drežnik Podokićki;Zagrebačka županija
10435 Sveti Martin pod Okićem;Falašćak;Zagrebačka županija
10435 Sveti Martin pod Okićem;Galgovo;Zagrebačka županija
10435 Sveti Martin pod Okićem;Klake;Zagrebačka županija
10435 Sveti Martin pod Okićem;Konšćica;Zagrebačka županija
10435 Sveti Martin pod Okićem;Podgrađe Podokićko;Zagrebačka županija
10435 Sveti Martin pod Okićem;Sveti Martin Pod Okićem;Zagrebačka županija
10436 Rakov Potok;Horvati;Grad Zagreb
10436 Rakov Potok;Kalinovica;Zagrebačka županija
10436 Rakov Potok;Rakov Potok;Zagrebačka županija
10436 Rakov Potok;Žitarka;Zagrebačka županija
10437 Bestovje;Bestovje;Zagrebačka županija
10437 Bestovje;Rakitje;Zagrebačka županija
10450 Jastrebarsko;Beter;Zagrebačka županija
10450 Jastrebarsko;Brebrovac;Zagrebačka županija
10450 Jastrebarsko;Brezari;Zagrebačka županija
10450 Jastrebarsko;Breznik Plešivički;Zagrebačka županija
10450 Jastrebarsko;Crna Mlaka;Zagrebačka županija
10450 Jastrebarsko;Cvetković;Zagrebačka županija
10450 Jastrebarsko;Čabdin;Zagrebačka županija
10450 Jastrebarsko;Čeglje;Zagrebačka županija
10450 Jastrebarsko;Črnilovec;Zagrebačka županija
10450 Jastrebarsko;Domagović;Zagrebačka županija
10450 Jastrebarsko;Donja Purgarija;Zagrebačka županija
10450 Jastrebarsko;Donja Reka;Zagrebačka županija
10450 Jastrebarsko;Donja Zdenčina;Zagrebačka županija
10450 Jastrebarsko;Donji Desinec;Zagrebačka županija
10450 Jastrebarsko;Dragovanščak;Zagrebačka županija
10450 Jastrebarsko;Goli Vrh;Zagrebačka županija
10450 Jastrebarsko;Goljak;Zagrebačka županija
10450 Jastrebarsko;Gonjeva;Zagrebačka županija
10450 Jastrebarsko;Gornja Purgarija;Zagrebačka županija
10450 Jastrebarsko;Gornja Reka;Zagrebačka županija
10450 Jastrebarsko;Gornja Zdenčina;Zagrebačka županija
10450 Jastrebarsko;Gornji Desinec;Zagrebačka županija
10450 Jastrebarsko;Guci Draganički;Zagrebačka županija
10450 Jastrebarsko;Hrastje Plešivičko;Zagrebačka županija
10450 Jastrebarsko;Hrašća;Zagrebačka županija
10450 Jastrebarsko;Izimje;Zagrebačka županija
10450 Jastrebarsko;Jastrebarsko;Zagrebačka županija
10450 Jastrebarsko;Jurjevčani;Zagrebačka županija
10450 Jastrebarsko;Klinča Sela;Zagrebačka županija
10450 Jastrebarsko;Kozlikovo;Zagrebačka županija
10450 Jastrebarsko;Kupinec;Zagrebačka županija
10450 Jastrebarsko;Lokošin Dol;Zagrebačka županija
10450 Jastrebarsko;Malunje;Zagrebačka županija
10450 Jastrebarsko;Novaki Petrovinski;Zagrebačka županija
10450 Jastrebarsko;Novo Selo Okićko;Zagrebačka županija
10450 Jastrebarsko;Orešje Okićko;Zagrebačka županija
10450 Jastrebarsko;Pavlovčani;Zagrebačka županija
10450 Jastrebarsko;Pavučnjak;Zagrebačka županija
10450 Jastrebarsko;Petkov Breg;Zagrebačka županija
10450 Jastrebarsko;Petrovina;Zagrebačka županija
10450 Jastrebarsko;Plešivica;Zagrebačka županija
10450 Jastrebarsko;Poljanica Okićka;Zagrebačka županija
10450 Jastrebarsko;Prhoć;Zagrebačka županija
10450 Jastrebarsko;Prilipje;Zagrebačka županija
10450 Jastrebarsko;Rastoki;Zagrebačka županija
10450 Jastrebarsko;Repišće;Zagrebačka županija
10450 Jastrebarsko;Slavetić;Zagrebačka županija
10450 Jastrebarsko;Stankovo;Zagrebačka županija
10450 Jastrebarsko;Tržić;Zagrebačka županija
10450 Jastrebarsko;Vlaškovec;Zagrebačka županija
10450 Jastrebarsko;Volavje;Zagrebačka županija
10450 Jastrebarsko;Vranov Dol;Zagrebačka županija
10450 Jastrebarsko;Zdihovo;Zagrebačka županija
10451 Pisarovina;Bratina;Zagrebačka županija
10451 Pisarovina;Bregana Pisarovinska;Zagrebačka županija
10451 Pisarovina;Donja Kupčina;Zagrebačka županija
10451 Pisarovina;Dvoranci;Zagrebačka županija
10451 Pisarovina;Gorica Jamnička;Zagrebačka županija
10451 Pisarovina;Gradec Pokupski;Zagrebačka županija
10451 Pisarovina;Jamnica Pisarovinska;Zagrebačka županija
10451 Pisarovina;Lijevo Sredičko;Zagrebačka županija
10451 Pisarovina;Lučelnica;Zagrebačka županija
10451 Pisarovina;Pisarovina;Zagrebačka županija
10451 Pisarovina;Podgorje Jamničko;Zagrebačka županija
10451 Pisarovina;Selsko Brdo;Zagrebačka županija
10451 Pisarovina;Topolovec Pisarovinski;Zagrebačka županija
10451 Pisarovina;Velika Jamnička;Zagrebačka županija
10453 Gorica Svetojanska;Belčići;Zagrebačka županija
10453 Gorica Svetojanska;Brezovac Žumberački;Zagrebačka županija
10453 Gorica Svetojanska;Bukovac Svetojanski;Zagrebačka županija
10453 Gorica Svetojanska;Celine;Zagrebačka županija
10453 Gorica Svetojanska;Dolanjski Jarak;Zagrebačka županija
10453 Gorica Svetojanska;Draga Svetojanska;Zagrebačka županija
10453 Gorica Svetojanska;Gorica Svetojanska;Zagrebačka županija
10453 Gorica Svetojanska;Grabarak;Zagrebačka županija
10453 Gorica Svetojanska;Ivančići;Zagrebačka županija
10453 Gorica Svetojanska;Kupeč Dol;Zagrebačka županija
10453 Gorica Svetojanska;Lanišće;Zagrebačka županija
10453 Gorica Svetojanska;Miladini;Zagrebačka županija
10453 Gorica Svetojanska;Paljugi;Zagrebačka županija
10453 Gorica Svetojanska;Prodin Dol;Zagrebačka županija
10453 Gorica Svetojanska;Redovje;Zagrebačka županija
10453 Gorica Svetojanska;Srednjak;Zagrebačka županija
10453 Gorica Svetojanska;Špigelski Breg;Zagrebačka županija
10453 Gorica Svetojanska;Tihočaj;Zagrebačka županija
10453 Gorica Svetojanska;Toplice;Zagrebačka županija
10454 Krašić;Brezarić;Zagrebačka županija
10454 Krašić;Brlenić;Zagrebačka županija
10454 Krašić;Bukovica Prekriška;Zagrebačka županija
10454 Krašić;Careva Draga;Zagrebačka županija
10454 Krašić;Dol;Zagrebačka županija
10454 Krašić;Donje Prekrižje;Zagrebačka županija
10454 Krašić;Gornja Kupčina;Zagrebačka županija
10454 Krašić;Gornje Prekrižje;Zagrebačka županija
10454 Krašić;Gračac Slavetički;Zagrebačka županija
10454 Krašić;Hrženik;Zagrebačka županija
10454 Krašić;Hutin;Zagrebačka županija
10454 Krašić;Jezerine;Zagrebačka županija
10454 Krašić;Kostel Pribićki;Zagrebačka županija
10454 Krašić;Krašić;Zagrebačka županija
10454 Krašić;Krnežići;Zagrebačka županija
10454 Krašić;Krupače;Zagrebačka županija
10454 Krašić;Kučer;Zagrebačka županija
10454 Krašić;Kurpezova Gorica;Zagrebačka županija
10454 Krašić;Pesak;Zagrebačka županija
10454 Krašić;Pribić;Zagrebačka županija
10454 Krašić;Pribić Crkveni;Zagrebačka županija
10454 Krašić;Radina Gorica;Zagrebačka županija
10454 Krašić;Rude Pribićke;Zagrebačka županija
10454 Krašić;Strmac Pribićki;Zagrebačka županija
10454 Krašić;Svrževo;Zagrebačka županija
10454 Krašić;Vranjak Žumberački;Zagrebačka županija
10454 Krašić;Vukšin Šipak;Zagrebačka županija
10455 Kostanjevac;Barovka;Zagrebačka županija
10455 Kostanjevac;Begovo Brdo Žumberačko;Zagrebačka županija
10455 Kostanjevac;Čunkova Draga;Zagrebačka županija
10455 Kostanjevac;Donji Oštrc;Zagrebačka županija
10455 Kostanjevac;Drašći Vrh;Zagrebačka županija
10455 Kostanjevac;Gornji Oštrc;Zagrebačka županija
10455 Kostanjevac;Grgetići;Zagrebačka županija
10455 Kostanjevac;Jurkovo Selo;Zagrebačka županija
10455 Kostanjevac;Konjarić Vrh;Zagrebačka županija
10455 Kostanjevac;Kostanjevac;Zagrebačka županija
10455 Kostanjevac;Kupčina Žumberačka;Zagrebačka županija
10455 Kostanjevac;Markušići;Zagrebačka županija
10455 Kostanjevac;Medven Draga;Zagrebačka županija
10455 Kostanjevac;Prvinci;Zagrebačka županija
10455 Kostanjevac;Radinovo Brdo;Zagrebačka županija
10455 Kostanjevac;Stupe;Zagrebačka županija
10455 Kostanjevac;Tupčina;Zagrebačka županija
10455 Kostanjevac;Veliki Vrh;Zagrebačka županija
10455 Kostanjevac;Vlašić Brdo;Zagrebačka županija
10455 Kostanjevac;Vukovo Brdo;Zagrebačka županija
10455 Kostanjevac;Žamarija;Zagrebačka županija
10455 Kostanjevac;Željezno Žumberačko;Zagrebačka županija
10455 Kostanjevac;Žumberak;Zagrebačka županija
10456 Kalje;Bratelji;Zagrebačka županija
10456 Kalje;Budinjak;Zagrebačka županija
10456 Kalje;Cerovica;Zagrebačka županija
10456 Kalje;Čučići;Zagrebačka županija
10456 Kalje;Dane;Zagrebačka županija
10456 Kalje;Glušinja;Zagrebačka županija
10456 Kalje;Golubići;Zagrebačka županija
10456 Kalje;Gornja Vas;Zagrebačka županija
10456 Kalje;Grič;Zagrebačka županija
10456 Kalje;Hartje;Zagrebačka županija
10456 Kalje;Javor;Zagrebačka županija
10456 Kalje;Kalje;Zagrebačka županija
10456 Kalje;Mrzlo Polje Žumberačko;Zagrebačka županija
10456 Kalje;Novo Selo Žumberačko;Zagrebačka županija
10456 Kalje;Osredek Žumberački;Zagrebačka županija
10456 Kalje;Osunja;Zagrebačka županija
10456 Kalje;Pećno;Zagrebačka županija
10456 Kalje;Petričko Selo;Zagrebačka županija
10456 Kalje;Sječevac;Zagrebačka županija
10456 Kalje;Staničići Žumberački;Zagrebačka županija
10456 Kalje;Šimraki;Zagrebačka županija
10456 Kalje;Tisovac Žumberački;Zagrebačka županija
10456 Kalje;Tomaševci;Zagrebačka županija
10456 Kalje;Višći Vrh;Zagrebačka županija
10457 Sošice;Cernik;Zagrebačka županija
10457 Sošice;Jezernice;Zagrebačka županija
10457 Sošice;Kordići Žumberački;Zagrebačka županija
10457 Sošice;Plavci;Zagrebačka županija
10457 Sošice;Reštovo Žumberačko;Zagrebačka županija
10457 Sošice;Sopote;Zagrebačka županija
10457 Sošice;Sošice;Zagrebačka županija
10457 Sošice;Stari Grad Žumberački;Zagrebačka županija
10457 Sošice;Visoće;Zagrebačka županija
20000 Dubrovnik;Dubrovnik;Dubrovačko-neretvanska županija
20205 Topolo;Imotica;Dubrovačko-neretvanska županija
20205 Topolo;Ošlje;Dubrovačko-neretvanska županija
20205 Topolo;Stupa;Dubrovačko-neretvanska županija
20205 Topolo;Štedrica;Dubrovačko-neretvanska županija
20205 Topolo;Topolo;Dubrovačko-neretvanska županija
20207 Mlini;Bosanka;Dubrovačko-neretvanska županija
20207 Mlini;Brašina;Dubrovačko-neretvanska županija
20207 Mlini;Buići;Dubrovačko-neretvanska županija
20207 Mlini;Čelopeci;Dubrovačko-neretvanska županija
20207 Mlini;Čibača;Dubrovačko-neretvanska županija
20207 Mlini;Donji Brgat;Dubrovačko-neretvanska županija
20207 Mlini;Gornji Brgat;Dubrovačko-neretvanska županija
20207 Mlini;Grbavac;Dubrovačko-neretvanska županija
20207 Mlini;Kupari;Dubrovačko-neretvanska županija
20207 Mlini;Makoše;Dubrovačko-neretvanska županija
20207 Mlini;Mandaljena;Dubrovačko-neretvanska županija
20207 Mlini;Martinovići;Dubrovačko-neretvanska županija
20207 Mlini;Mlini;Dubrovačko-neretvanska županija
20207 Mlini;Petrača;Dubrovačko-neretvanska županija
20207 Mlini;Plat;Dubrovačko-neretvanska županija
20207 Mlini;Soline;Dubrovačko-neretvanska županija
20207 Mlini;Srebreno;Dubrovačko-neretvanska županija
20207 Mlini;Zavrelje;Dubrovačko-neretvanska županija
20210 Cavtat;Brotnice;Dubrovačko-neretvanska županija
20210 Cavtat;Cavtat;Dubrovačko-neretvanska županija
20210 Cavtat;Duba Konavoska;Dubrovačko-neretvanska županija
20210 Cavtat;Jasenice;Dubrovačko-neretvanska županija
20210 Cavtat;Stravča;Dubrovačko-neretvanska županija
20210 Cavtat;Šilješki;Dubrovačko-neretvanska županija
20210 Cavtat;Uskoplje;Dubrovačko-neretvanska županija
20210 Cavtat;Zvekovica;Dubrovačko-neretvanska županija
20213 Čilipi;Čilipi;Dubrovačko-neretvanska županija
20213 Čilipi;Gabrili;Dubrovačko-neretvanska županija
20213 Čilipi;Komaji;Dubrovačko-neretvanska županija
20213 Čilipi;Močići;Dubrovačko-neretvanska županija
20215 Gruda;Drvenik;Dubrovačko-neretvanska županija
20215 Gruda;Đurinići;Dubrovačko-neretvanska županija
20215 Gruda;Gruda;Dubrovačko-neretvanska županija
20215 Gruda;Kuna Konavoska;Dubrovačko-neretvanska županija
20215 Gruda;Lovorno;Dubrovačko-neretvanska županija
20215 Gruda;Ljuta;Dubrovačko-neretvanska županija
20215 Gruda;Mihanići;Dubrovačko-neretvanska županija
20215 Gruda;Mikulići;Dubrovačko-neretvanska županija
20215 Gruda;Molunat;Dubrovačko-neretvanska županija
20215 Gruda;Palje Brdo;Dubrovačko-neretvanska županija
20215 Gruda;Pločice;Dubrovačko-neretvanska županija
20215 Gruda;Poljice;Dubrovačko-neretvanska županija
20215 Gruda;Popovići;Dubrovačko-neretvanska županija
20215 Gruda;Pridvorje;Dubrovačko-neretvanska županija
20215 Gruda;Radovčići;Dubrovačko-neretvanska županija
20215 Gruda;Vitaljina;Dubrovačko-neretvanska županija
20216 Dubravka;Dubravka;Dubrovačko-neretvanska županija
20216 Dubravka;Dunave;Dubrovačko-neretvanska županija
20216 Dubravka;Vodovađa;Dubrovačko-neretvanska županija
20216 Dubravka;Zastolje;Dubrovačko-neretvanska županija
20221 Koločep;Koločep;Dubrovačko-neretvanska županija
20222 Lopud;Lopud;Dubrovačko-neretvanska županija
20223 Šipanska Luka;Suđurađ;Dubrovačko-neretvanska županija
20223 Šipanska Luka;Šipanska Luka;Dubrovačko-neretvanska županija
20224 Maranovići;Korita;Dubrovačko-neretvanska županija
20224 Maranovići;Maranovići;Dubrovačko-neretvanska županija
20224 Maranovići;Okuklje;Dubrovačko-neretvanska županija
20224 Maranovići;Prožura;Dubrovačko-neretvanska županija
20224 Maranovići;Prožurska Luka;Dubrovačko-neretvanska županija
20224 Maranovići;Saplunara;Dubrovačko-neretvanska županija
20225 Babino Polje;Babino Polje;Dubrovačko-neretvanska županija
20225 Babino Polje;Blato;Dubrovačko-neretvanska županija
20225 Babino Polje;Kozarica;Dubrovačko-neretvanska županija
20225 Babino Polje;Ropa;Dubrovačko-neretvanska županija
20225 Babino Polje;Sobra;Dubrovačko-neretvanska županija
20226 Goveđari;Goveđari;Dubrovačko-neretvanska županija
20226 Goveđari;Polače;Dubrovačko-neretvanska županija
20226 Goveđari;Pomena;Dubrovačko-neretvanska županija
20230 Ston;Boljenovići;Dubrovačko-neretvanska županija
20230 Ston;Broce;Dubrovačko-neretvanska županija
20230 Ston;Čepikuće;Dubrovačko-neretvanska županija
20230 Ston;Česvinica;Dubrovačko-neretvanska županija
20230 Ston;Doli;Dubrovačko-neretvanska županija
20230 Ston;Duba Stonska;Dubrovačko-neretvanska županija
20230 Ston;Hodilje;Dubrovačko-neretvanska županija
20230 Ston;Lisac;Dubrovačko-neretvanska županija
20230 Ston;Luka;Dubrovačko-neretvanska županija
20230 Ston;Mali Ston;Dubrovačko-neretvanska županija
20230 Ston;Metohija;Dubrovačko-neretvanska županija
20230 Ston;Podimoć;Dubrovačko-neretvanska županija
20230 Ston;Smokovljani;Dubrovačko-neretvanska županija
20230 Ston;Sparagovići;Dubrovačko-neretvanska županija
20230 Ston;Ston;Dubrovačko-neretvanska županija
20230 Ston;Točionik;Dubrovačko-neretvanska županija
20230 Ston;Trnovica;Dubrovačko-neretvanska županija
20230 Ston;Visočani;Dubrovačko-neretvanska županija
20230 Ston;Zabrđe;Dubrovačko-neretvanska županija
20230 Ston;Zamaslina;Dubrovačko-neretvanska županija
20230 Ston;Zaton Doli;Dubrovačko-neretvanska županija
20232 Slano;Banići;Dubrovačko-neretvanska županija
20232 Slano;Brsečine;Dubrovačko-neretvanska županija
